mid,tid,nama_merchant,peruntukkan,jenis,kanwil_no_rek,uker_no_rek,no_rek,cur_balance,kanwil_pemrakarsa,kanwil_nama_pemrakarsa,uker_pemrakarsa,uker_nama_pemrakarsa,user_pemrakarsa,kanwil_implementor,kanwil_nama_implementor,uker_implementor,uker_nama_implementor,group_code,group_name,sub_group_code,sub_group_name,last_available,status_available,last_utility,status_utility,last_transactional,status_transactional,is_mms,is_md_mms,longitude,latitude,sn_edc,merk_edc,versi_app,versi_app_mapped,status_reliability_pemrakarsa,status_reliability_implementor,alamat_merchant,kelurahan,kecamatan,kabupaten,provinsi,kodepos,pic,telp,tgl_pasang,last_pm_date,amt
001999153872,11083467,"RECAFFE PLATINUM",MERCHANT,"FMS RITEL",X,2210,22100100XXXXXX,,X,"KANWIL PEKANBARU",170,"KC Pekanbaru Sudirman","00253289|RIKO ARIANTO",X,"KANWIL PEKANBARU",,,X,"KANWIL PEKANBARU",OTHERS,OTHERS,,0,,0,,0,1,0,,,,,,,,,,,,,,,,,,,
001999153872,11083468,"RECAFFE PLATINUM",MERCHANT,"FMS RITEL",X,2210,22100100XXXXXX,,X,"KANWIL PEKANBARU",170,"KC Pekanbaru Sudirman","00253289|RIKO ARIANTO",X,"KANWIL PEKANBARU",,,X,"KANWIL PEKANBARU",OTHERS,OTHERS,,0,,0,,0,1,0,,,,,,,,,,,,,,,,,,,
001999153872,11083469,"RECAFFE PLATINUM",MERCHANT,"FMS RITEL",X,2210,22100100XXXXXX,,X,"KANWIL PEKANBARU",170,"KC Pekanbaru Sudirman","00253289|RIKO ARIANTO",X,"KANWIL PEKANBARU",,,X,"KANWIL PEKANBARU",OTHERS,OTHERS,,0,,0,,0,1,0,,,,,,,,,,,,,,,,,,,
001999153872,11083470,"RECAFFE PLATINUM",MERCHANT,"FMS RITEL",X,2210,22100100XXXXXX,,X,"KANWIL PEKANBARU",170,"KC Pekanbaru Sudirman","00253289|RIKO ARIANTO",X,"KANWIL PEKANBARU",,,X,"KANWIL PEKANBARU",OTHERS,OTHERS,,0,,0,,0,1,0,,,,,,,,,,,,,,,,,,,
001999153895,11083522,"TOKO CS JAYA BANGUNAN",MERCHANT,"FMS RITEL",X,2115,21150101XXXXXX,,X,"KANWIL PEKANBARU",170,"KC Pekanbaru Sudirman","00147963|DINA ARYANITA",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI","2025-09-30 08:16:44",2,"2025-09-30 07:22:16",2,"2025-08-13 09:45:57",5,1,1,,,,,,,,,"JALAN RAYA PASIR PUTIH NO. 9","DS/KEL LAINNYA","SIAK HULU","KAMPAR KAB.",RIAU,28452,CHARLIE,085365955578/08536XXXXXX,,"2025-09-30 07:22:16",6
001999153896,11083524,"TK BAHAGIA JAYA BANGUNAN",MERCHANT,"FMS RITEL",X,2115,21150101XXXXXX,,X,"KANWIL PEKANBARU",170,"KC Pekanbaru Sudirman","00286466|LIA HANDAYANI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI","2025-09-27 14:35:45",2,"2025-09-06 16:25:34",4,"2025-07-07 16:17:03",5,1,1,,,,,,,,,"JALAN PASIR PUTIH NO.3A KAMPAR","DS/KEL LAINNYA","SIAK HULU","KAMPAR KAB.",RIAU,28452,CHARLIE,085365955578/08536XXXXXX,,"2025-09-06 16:24:37",6
001999154007,11083640,"KEMBANG SARI",MERCHANT,"FMS RITEL",X,1774,17740100XXXXXX,,X,"KANWIL PEKANBARU",170,"KC Pekanbaru Sudirman","00189155|DEDDY CHANDRA D",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI","2025-10-01 20:23:33",2,"2025-09-30 17:03:19",2,"2025-09-30 17:03:19",2,1,1,,,,,,,,,"JL JEND SUDIRMAN NO 11C","TANGKERANG SELATAN KEL","BUKIT RAYA","PEKANBARU KOT.",RIAU,28288,"HADIIE WIDJAYA",081XXXXXX,,"2025-09-22 15:45:16",6
001999154009,11083642,"AC MILAN ELEKTRONIK",MERCHANT,"FMS RITEL",X,170,01700109XXXXXX,,X,"KANWIL PEKANBARU",170,"KC Pekanbaru Sudirman","00189155|DEDDY CHANDRA D",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI","2025-10-01 17:02:55",2,"2025-10-01 13:52:08",2,"2025-10-01 13:52:08",2,1,1,,,,,,,,,"JL KULIM","KULIM ATAS KEL","BUKIT RAYA","PEKANBARU KOT.",RIAU,28286,WIDIANA,08527XXXXXX,2023-05-26,"2025-09-11 14:48:10",6
001999154297,11084223,"KLINIK UTAMA MALIKHA",MERCHANT,RITEL,X,668,06680103XXXXXX,,X,"KANWIL PEKANBARU",668,"KC Teluk Kuantan","00270771|DANNY PUTRA ",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI","2025-09-29 04:10:34",2,"2025-09-20 11:41:59",3,"2025-09-19 15:47:14",3,1,1,,,,,,,,,"JALAN RUSDI S ABRUS NO 26","DS/KEL LAINNYA","KUANTAN TENGAH","KUANTAN SINGING KAB.",RIAU,29562,"DR IRA INDRAINI",081268856146/08126XXXXXX,2021-12-09,"2025-09-20 11:41:59",6
001999154298,11084224,"TOKO MAS SUMBER RIZKI",MERCHANT,"FMS RITEL",X,621,06210100XXXXXX,,X,"KANWIL PEKANBARU",621,"KC Batam Center","00283711|PONCO RINALDO ",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI","2025-10-02 03:31:17",1,"2025-09-29 15:28:48",2,"2025-09-29 15:28:48",2,1,1,,,,,,,,,"RUKO BOTANIA GAREDEN B6 NO 2B","NONGSA KEL.",NONGSA,"BATAM KOT.","KEPULAUAN RIAU",29465,IMRAYANTO,081275763076/08127XXXXXX,,"2025-09-03 13:31:47",6
001999154299,11084225,"DINO PONSEL",MERCHANT,RITEL,X,268,02680100XXXXXX,,X,"KANWIL PEKANBARU",268,"KC Bangkinang",00298330|AMELIAWATI,X,"KANWIL PEKANBARU",,,X,"KANWIL PEKANBARU",OTHERS,OTHERS,,0,,0,,0,1,0,,,,,,,,,,,,,,,,,,,
001999154330,11084325,"KEMBANG SARI BANDARA SSQ 2",MERCHANT,"FMS RITEL",X,1774,17740100XXXXXX,,X,"KANWIL PEKANBARU",170,"KC Pekanbaru Sudirman","00189155|DEDDY CHANDRA D",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI","2025-10-01 17:01:43",2,"2025-09-30 13:49:20",2,"2025-09-30 13:49:20",2,1,1,,,,,,,,,"BANDARA SSQ 2 LT 2","TANGKERANG SELATAN KEL","BUKIT RAYA","PEKANBARU KOT.",RIAU,28288,"HADIIE WIDJAYA",081XXXXXX,2023-06-30,"2025-09-29 12:41:15",6
001999154332,11084327,"PT. ADABAN MAKMUR SUKSES",MERCHANT,"FMS RITEL",X,331,03310100XXXXXX,,X,"KANWIL PEKANBARU",331,"KC Batam Nagoya","00212110|ADE CHANDRA",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI","2025-09-29 11:42:48",2,"2025-09-29 11:42:48",2,"2025-09-29 11:42:48",2,1,1,,,,,,,,,"KOMP. INTI BATAM BLK D NO. 2-3","LUBUK BAJA KOTA KEL.","LUBUK BAJA","BATAM KOT.","KEPULAUAN RIAU",29444,"HERITA TANATA",08566552239/0856XXXXXX,,"2025-09-16 11:42:11",6
001999154411,11084424,"HOTEL MM",MERCHANT,RITEL,X,2265,22650100XXXXXX,,X,"KANWIL PEKANBARU",284,"KC Rengat","00291607|EBEN EZHER PAKPAHAN ",X,"KANWIL PEKANBARU",,,X,"KANWIL PEKANBARU",OTHERS,OTHERS,,0,,0,,0,1,0,,,,,,,,,,,,,,,,,,,
001999154452,11084471,"EDUKITS NAGOYA",MERCHANT,"FMS RITEL",X,331,03310100XXXXXX,,X,"KANWIL PEKANBARU",331,"KC Batam Nagoya","00212110|ADE CHANDRA",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI","2025-10-02 03:31:25",1,"2025-09-12 10:42:47",4,"2025-09-10 13:01:12",4,1,1,,,,,,,,,"NAGOYA BUSINESS CENTRE BLK VI","LUBUK BAJA KOTA KEL.","LUBUK BAJA","BATAM KOT.","KEPULAUAN RIAU",29444,NANI,077XXXXXX,,"2025-09-12 10:42:47",6
001999155420,11085773,"EDUKITS BATAM CENTER",MERCHANT,"FMS RITEL",X,331,03310100XXXXXX,,X,"KANWIL PEKANBARU",331,"KC Batam Nagoya","00212110|ADE CHANDRA",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI","2025-10-01 20:53:21",2,"2025-10-01 17:28:11",2,"2025-10-01 17:28:11",2,1,1,,,,,,,,,"KOMP. REZEKI GRAHA MAS BLOK A","BALOI PERMAI KEL.",NONGSA,"BATAM KOT.","KEPULAUAN RIAU",29463,NANI,0778458633/08528XXXXXX,,"2025-09-12 15:55:29",6
001999155421,11085774,"EDUKITS BOTANIA 1",MERCHANT,"FMS RITEL",X,331,03310100XXXXXX,,X,"KANWIL PEKANBARU",331,"KC Batam Nagoya","00212110|ADE CHANDRA",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI","2025-10-02 03:31:17",1,"2025-09-30 18:44:25",2,"2025-09-30 18:44:25",2,1,1,,,,,,,,,"KOMP. PLAZA BOTANIA 1 BLOK G N","BELIAN KEL.",NONGSA,"BATAM KOT.","KEPULAUAN RIAU",29464,NANI,0778458633/08528XXXXXX,,"2025-09-03 12:19:00",6
001999155422,11085775,"EDUKITS BOTANIA 2",MERCHANT,"FMS RITEL",X,331,03310100XXXXXX,,X,"KANWIL PEKANBARU",331,"KC Batam Nagoya","00212110|ADE CHANDRA",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI","2025-10-02 03:31:25",1,"2025-09-27 10:20:55",2,"2025-09-27 10:20:55",2,1,1,,,,,,,,,"KOMP. PLAZA BOTANIA 2 BLOK A N","BELIAN KEL.",NONGSA,"BATAM KOT.","KEPULAUAN RIAU",29464,NANI,0778458633/08528XXXXXX,,"2025-09-05 15:22:24",6
001999155423,11085776,"EDUKITS TIBAN",MERCHANT,"FMS RITEL",X,331,03310100XXXXXX,,X,"KANWIL PEKANBARU",331,"KC Batam Nagoya","00212110|ADE CHANDRA",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI","2025-10-02 03:31:17",1,"2025-10-01 20:53:53",2,"2025-10-01 20:53:53",2,1,1,,,,,,,,,"KOMP. TIBAN CENTER BLOK NO. 3-","TIBAN LAMA KEL.",SEKUPANG,"BATAM KOT.","KEPULAUAN RIAU",29425,NANI,0778458633/08528XXXXXX,,"2025-09-10 11:52:41",6
001999155424,11085777,"EDUKITS SP BATU AJI",MERCHANT,"FMS RITEL",X,331,03310100XXXXXX,,X,"KANWIL PEKANBARU",331,"KC Batam Nagoya","00212110|ADE CHANDRA",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI","2025-10-02 03:31:12",1,"2025-10-01 14:58:34",2,"2025-10-01 14:58:34",2,1,1,,,,,,,,,"KOMP. BATU PERMATA BLOK A NO.3","BATU AJI KEL.","SUNGAI BEDUK","BATAM KOT.","KEPULAUAN RIAU",29438,NANI,0778458633/08528XXXXXX,,"2025-09-04 18:37:48",6
001999155425,11085778,"EDUKITS FANINDO",MERCHANT,"FMS RITEL",X,331,03310100XXXXXX,,X,"KANWIL PEKANBARU",331,"KC Batam Nagoya","00212110|ADE CHANDRA",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI","2025-10-02 03:15:15",1,"2025-09-08 19:39:28",4,"2025-09-08 19:39:28",4,1,1,,,,,,,,,"KOMP. RUKO PERUMNAS FANINDO BL","TANJUNG UNCANG KEL.",SEKUPANG,"BATAM KOT.","KEPULAUAN RIAU",29424,NANI,0778458633/08528XXXXXX,,"2025-09-04 13:56:11",6
001999156138,10151768,"KEMBANG SARI 2",MERCHANT,"FMS RITEL",X,1774,17740100XXXXXX,,X,"KANWIL PEKANBARU",170,"KC Pekanbaru Sudirman","00339965|JONI PRANATA",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI","2025-10-02 06:36:21",1,"2025-09-27 17:48:52",2,"2025-09-27 17:48:52",2,1,1,,,,,,,,,"JL JEND SUDIRMAN NO 115","TANGKERANG SELATAN KEL","BUKIT RAYA","PEKANBARU KOT.",RIAU,28288,"HADIIE WIDJAYA",081XXXXXX,,"2025-09-17 13:08:01",6
001999156142,10151773,"NIRWANA GOLD & JEWELRY (BARU)",MERCHANT,"FMS RITEL",X,170,01700100XXXXXX,,X,"KANWIL PEKANBARU",170,"KC Pekanbaru Sudirman","00288795|LADY FEBRIANTY R",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI","2025-10-01 17:59:00",2,"2025-09-30 10:53:55",2,"2025-09-30 10:53:55",2,1,1,,,,,,,,,"JL TUANKU TAMBUSAI","WONOREJO KEL",SUKAJADI,"PEKANBARU KOT.",RIAU,28125,ARDINAL,082220533206/08222XXXXXX,,"2025-09-04 14:27:50",6
001999157097,10270165,"SKINTECH DELIMA",MERCHANT,"FMS RITEL",X,1571,15710100XXXXXX,3730183.00,X,"KANWIL PEKANBARU",170,"KC Pekanbaru Sudirman","00339965|JONI PRANATA",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI","2025-10-01 14:52:00",2,"2025-10-01 14:52:00",2,"2025-10-01 14:52:00",2,1,1,,,,,,,,,"JL DELIMA 26C","TAMPAN DS",TAMPAN,"PEKANBARU KOT.",RIAU,28292,SIMPHONI,08127XXXXXX,2023-05-29,"2025-09-30 16:38:11",6
001999157168,10272798,"RSI IBNU SINA KASIR R.INAP",MERCHANT,"FMS RITEL",X,170,01700100XXXXXX,,X,"KANWIL PEKANBARU",170,"KC Pekanbaru Sudirman","00288795|LADY FEBRIANTY R",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI","2025-09-25 16:22:31",2,"2025-09-25 16:21:02",2,"2025-09-22 23:23:51",3,1,1,,,,,,,,,"JL MELATI NO 60","SUKAJADI KEL",SUKAJADI,"PEKANBARU KOT.",RIAU,28121,"ARI SUSI YANTI",085835081008/08526XXXXXX,,"2025-09-25 16:20:25",6
001999157169,10272799,"RSI IBNU SINA KASIR PSP",MERCHANT,"FMS RITEL",X,170,01700100XXXXXX,,X,"KANWIL PEKANBARU",170,"KC Pekanbaru Sudirman","00288795|LADY FEBRIANTY R",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI","2025-10-01 14:14:34",2,"2025-10-01 12:41:46",2,"2025-10-01 12:41:46",2,1,1,,,,,,,,,"JL MELATI NO 60","SUKAJADI KEL",SUKAJADI,"PEKANBARU KOT.",RIAU,28121,"ARI SUSI YANTI",085835081008/08526XXXXXX,,"2025-09-25 16:16:14",6
001999157496,10273259,NAAVAGREEN,MERCHANT,"FMS RITEL",X,331,03310100XXXXXX,,X,"KANWIL PEKANBARU",331,"KC Batam Nagoya","00212110|ADE CHANDRA",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI","2025-10-01 17:06:12",2,"2025-10-01 15:55:36",2,"2025-10-01 15:55:36",2,1,1,,,,,,,,,"TIBAN CENTRAL NIAGA BLK A NO.7","PATAM LESTARI KEL.",SEKUPANG,"BATAM KOT.","KEPULAUAN RIAU",29427,PATIMAH,081XXXXXX,2023-06-30,"2025-09-10 11:03:24",6
001999157589,10273424,"TOKO INTERNATIONAL MEUBEL",MERCHANT,RITEL,X,696,06960100XXXXXX,,X,"KANWIL PEKANBARU",696,"KC Pekanbaru Tuanku Tambusai","00298308|UMMI HASANAH PERTIWI",X,"KANWIL PEKANBARU",,,X,"KANWIL PEKANBARU",OTHERS,OTHERS,,0,,0,,0,1,0,,,,,,,,,,,,,,,,,,,
001999157590,10273426,"TOKO MAS NEW MERYSA OUTLET 2",MERCHANT,RITEL,X,696,06960100XXXXXX,,X,"KANWIL PEKANBARU",696,"KC Pekanbaru Tuanku Tambusai","00142880|KELLY GUSMELIA",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI","2025-09-29 12:48:02",2,"2025-09-29 12:47:12",2,"2025-09-29 12:47:12",2,1,1,,,,,,,,,"JL. HR. SOEBRANTAS","TAMPAN DS",TAMPAN,"PEKANBARU KOT.",RIAU,28292,"UMMI HASANAH PERTIWI",081378449567/08137XXXXXX,,"2025-09-22 15:29:15",6
001999157595,10273431,"DINO PONSEL",MERCHANT,"FMS RITEL",X,268,02680100XXXXXX,,X,"KANWIL PEKANBARU",268,"KC Bangkinang",00323447|AMELIAWATI,X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI","2025-09-26 20:21:40",2,"2025-09-26 20:21:08",2,"2025-09-26 20:21:08",2,1,1,,,,,,,,,"PASAR SP 3 BUKIT KEMUNING","DS/KEL LAINNYA",TAPUNG,"KAMPAR KAB.",RIAU,28464,AMELIAWATI,0813XXXXXX,,"2025-08-29 15:31:54",6
001999157667,10273515,"PT. BENELIZA SOLUSI ANDA",MERCHANT,"FMS RITEL",X,159,01590100XXXXXX,,X,"KANWIL PEKANBARU",159,"KC Dumai","00299393|OKTAVIANTI YULIANDARI ",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI","2025-09-30 14:44:48",2,"2025-09-16 10:56:57",4,"2025-09-16 10:56:57",4,1,1,,,,,,,,,"JL. AHMAD YANI NO.08","PANGKALAN SESAI KEL","DUMAI BARAT","DUMAI KOT.",RIAU,28824,ONITIRA,08117500529/0811XXXXXX,,"2025-09-05 10:57:13",6
001999157886,10273839,"TB. DUMAI JAYA BANGUNAN",MERCHANT,RITEL,X,2264,22640100XXXXXX,,X,"KANWIL PEKANBARU",159,"KC Dumai","00288809|NOTIKA PUTRI",X,"KANWIL PEKANBARU",,,X,"KANWIL PEKANBARU",OTHERS,OTHERS,,0,,0,,0,1,0,,,,,,,,,,,,,,,,,,,
001999157905,10273859,"ERA JAYA KERAMIK",MERCHANT,"FMS RITEL",X,170,01700100XXXXXX,,X,"KANWIL PEKANBARU",170,"KC Pekanbaru Sudirman","00339965|JONI PRANATA",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI","2025-10-01 12:21:45",2,"2025-10-01 12:21:07",2,"2025-10-01 12:21:07",2,1,1,,,,,,,,,"JL RAYA PASIR PUTIH NO23","SIMPANG TIGA KEL","BUKIT RAYA","PEKANBARU KOT.",RIAU,28284,"ERA AGUSTINA",0811XXXXXX,2023-05-26,"2025-09-06 16:00:23",6
001999157911,10273865,"TOKO MK2",MERCHANT,RITEL,X,170,01700100XXXXXX,,X,"KANWIL PEKANBARU",170,"KC Pekanbaru Sudirman","00253289|RIKO ARIANTO",X,"KANWIL PEKANBARU",,,X,"KANWIL PEKANBARU",OTHERS,OTHERS,,0,,0,,0,1,0,,,,,,,,,,,,,,,,,,,
001999157912,10273866,"KBM MART",MERCHANT,RITEL,X,170,01700100XXXXXX,,X,"KANWIL PEKANBARU",170,"KC Pekanbaru Sudirman","00253289|RIKO ARIANTO",X,"KANWIL PEKANBARU",,,X,"KANWIL PEKANBARU",OTHERS,OTHERS,,0,,0,,0,1,0,,,,,,,,,,,,,,,,,,,
001999157913,10273867,"FAJAR BERKAH GROUP",MERCHANT,RITEL,X,170,01700100XXXXXX,,X,"KANWIL PEKANBARU",170,"KC Pekanbaru Sudirman","00253289|RIKO ARIANTO",X,"KANWIL PEKANBARU",,,X,"KANWIL PEKANBARU",OTHERS,OTHERS,,0,,0,,0,1,0,,,,,,,,,,,,,,,,,,,
001999157914,10273868,"METROPOLITAN SWALAYAN",MERCHANT,"FMS RITEL",X,170,01700100XXXXXX,,X,"KANWIL PEKANBARU",170,"KC Pekanbaru Sudirman","00189155|DEDDY CHANDRA DINATA",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI","2025-10-02 00:04:54",1,"2025-10-01 20:43:00",2,"2025-10-01 20:43:00",2,1,1,,,,,,,,,"KOMP METROPOLITAN CITY","SIMPANG BARU KEL",TAMPAN,"PEKANBARU KOT.",RIAU,28293,DEDDY,0811XXXXXX,,"2025-09-25 19:44:08",6
001999157916,10273870,"SPBU SUMBER DAHLIA DEXLITE",MERCHANT,RITEL,X,696,06960100XXXXXX,1020821607.00,X,"KANWIL PEKANBARU",696,"KC Pekanbaru Tuanku Tambusai","00164539|RIA RESTI FAUZI",X,"KANWIL PEKANBARU",,,X,"KANWIL PEKANBARU",OTHERS,OTHERS,,0,,0,,0,1,0,,,,,,,,,,,,,,,,,,,
001999157917,10273871,"SPBU PT. SUMBER ALAM JAYA",MERCHANT,RITEL,X,696,06960100XXXXXX,1020821607.00,X,"KANWIL PEKANBARU",696,"KC Pekanbaru Tuanku Tambusai","00164539|RIA RESTI FAUZI",X,"KANWIL PEKANBARU",,,X,"KANWIL PEKANBARU",OTHERS,OTHERS,,0,,0,,0,1,0,,,,,,,,,,,,,,,,,,,
001999157918,10273872,"SPBU PT. SUMBER ALAM JAYA",MERCHANT,RITEL,X,696,06960100XXXXXX,1020821607.00,X,"KANWIL PEKANBARU",696,"KC Pekanbaru Tuanku Tambusai","00164539|RIA RESTI FAUZI",X,"KANWIL PEKANBARU",,,X,"KANWIL PEKANBARU",OTHERS,OTHERS,,0,,0,,0,1,0,,,,,,,,,,,,,,,,,,,
001999157919,10273873,"SPBU PT. SUMBER ALAM JAYA",MERCHANT,RITEL,X,696,06960100XXXXXX,1020821607.00,X,"KANWIL PEKANBARU",696,"KC Pekanbaru Tuanku Tambusai","00164539|RIA RESTI FAUZI",X,"KANWIL PEKANBARU",,,X,"KANWIL PEKANBARU",OTHERS,OTHERS,,0,,0,,0,1,0,,,,,,,,,,,,,,,,,,,
001999157976,10273933,"PT MITRA DELI MAKMUR MOTOR",MERCHANT,"FMS RITEL",X,189,01890100XXXXXX,,X,"KANWIL PEKANBARU",189,"KC Bengkalis","00343382|NORMA ADHELLA",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI","2025-10-01 07:56:58",2,"2025-09-26 15:33:52",2,"2025-09-26 15:33:52",2,1,1,,,,,,,,,"JL PATTIMURA NO 59 A/B","BENGKALIS KOTA KEL",BENGKALIS,"BENGKALIS KOT.",RIAU,28712,"RAHMAT KURNIAWAN",08527XXXXXX,,"2025-09-04 14:36:37",6
001999157979,10273936,"NEW PLANET SWALAYAN",MERCHANT,"FMS RITEL",X,2115,21150100XXXXXX,,X,"KANWIL PEKANBARU",170,"KC Pekanbaru Sudirman","00288795|LADY FEBRIANTY R",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI","2025-10-01 21:40:13",2,"2025-10-01 21:39:15",2,"2025-10-01 21:39:15",2,1,1,,,,,,,,,"JL KAHARUDDIN NASUTION","SIMPANG TIGA KEL","BUKIT RAYA","PEKANBARU KOT.",RIAU,28284,"THOMAS ALI",081364282458/08136XXXXXX,,"2025-09-29 11:50:00",6
001999157981,10273938,"SPBU PT FARID PRATAMA MANDIRI",MERCHANT,RITEL,X,696,06960100XXXXXX,,X,"KANWIL PEKANBARU",696,"KC Pekanbaru Tuanku Tambusai","00222186|DARMA SAPUTRA",X,"KANWIL PEKANBARU",,,X,"KANWIL PEKANBARU",OTHERS,OTHERS,,0,,0,,0,1,0,,,,,,,,,,,,,,,,,,,
001999157982,10273939,"SPBU PT FARID PRATAMA MANDIRI",MERCHANT,RITEL,X,696,06960100XXXXXX,,X,"KANWIL PEKANBARU",696,"KC Pekanbaru Tuanku Tambusai","00222186|DARMA SAPUTRA",X,"KANWIL PEKANBARU",,,X,"KANWIL PEKANBARU",OTHERS,OTHERS,,0,,0,,0,1,0,,,,,,,,,,,,,,,,,,,
001999157983,10273940,"SPBU PT FARID PRATAMA MANDIRI",MERCHANT,RITEL,X,696,06960100XXXXXX,,X,"KANWIL PEKANBARU",696,"KC Pekanbaru Tuanku Tambusai","00222186|DARMA SAPUTRA",X,"KANWIL PEKANBARU",,,X,"KANWIL PEKANBARU",OTHERS,OTHERS,,0,,0,,0,1,0,,,,,,,,,,,,,,,,,,,
001999158031,10274035,"SATE KENDAL D'BYO",MERCHANT,"FMS RITEL",X,621,06210100XXXXXX,,X,"KANWIL PEKANBARU",621,"KC Batam Center","00283711|PONCO RINALDO ",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI","2025-09-25 15:28:30",2,"2025-08-08 19:44:17",5,"2025-08-08 19:44:17",5,1,1,,,,,,,,,"CLUSTER PESONA BOELEVARD 3A","BELIAN KEL.",NONGSA,"BATAM KOT.","KEPULAUAN RIAU",29464,"RISKY PRASTYO",081266606402/08126XXXXXX,,"2025-08-08 15:43:10",6
